W1-W2,W2-W3,W3-W4
0.42417853825280816,0.8681968672974929,0.5126591648863392
0.26543392470720384,1.2142675429070477,1.393542301871226
0.4619221345251731,1.8867364268449096,1.579297789503702
0.6807574641020063,0.6890378690358117,0.5896588408241448
0.241461656319166,0.5149038382640875,1.4816880646221608
0.24146576076270485,0.6989457738492781,1.2063904634682492
0.6948032038768479,1.5492412706212444,1.411030079997245
0.49185868228822716,1.1972506657958106,1.9483964913269736
0.18263140351626195,0.6821438777397768,0.8773059419985647
0.4356400108964912,1.3079604598680137,0.6231319178212552
0.18414557679688442,1.0582465296088241,0.5552427851872384
0.18356756160743576,1.5811869943197334,0.5920948575172809
0.3604905678915085,0.5787681436735885,0.9614491452929479
-0.17832006116444948,0.8034027120413391,1.170575987408322
-0.1312294581282582,0.7647351081207054,1.1383453996650095
0.15942811768975682,0.12189103112072885,1.4135916245180118
0.04679221991639404,1.1776721662387457,1.0065009459389536
0.37856183314881847,1.1566331633079336,1.7267670385786584
0.07299398111969727,1.0030680739854765,0.867671583381022
-0.05307592533382288,0.8592477199749119,2.3600845832948094
0.6664121922303885,0.15077755476975152,1.312833673882503
0.24355592487836608,0.7476128063407845,0.5714212217918587
0.3168820511719809,0.7943712900839384,0.46455375096944385
-0.056187046553364206,0.5186336384670287,1.2412362076215926
0.16390431886870432,0.9032285730003945,0.8882686073370746
0.3277306474274665,1.242430514088723,1.357000247046046
0.01225160564442429,2.131711540726318,1.2366188122867725
0.393924504586418,1.1047466876991034,0.9635855436715636
0.14984032752029874,1.1545302344336585,0.5766031409657975
0.2270765625516808,0.9553324505402997,0.24257638765706768
0.14957334694265076,-0.15126272917942485,0.7767425239664895
0.7630695461272344,0.9840916747304699,1.4281993971617362
0.2966256938155165,1.0361381259646159,1.1070468720651019
0.0355722677610249,2.4779452674911715,0.377130610644006
0.5056362280257972,0.8845834211313265,1.086590462925591
-0.0052109124927555706,1.1809284054001674,1.1926586898644185
0.35221589875118886,0.979172938176854,0.5580712818994336
-0.1899175309699439,0.2987931774282808,1.076862552972764
-0.03204651222460764,1.6856936887090122,1.029104359223
0.34921530896728087,1.4511598196120645,0.42851485108468845
0.4846166449988526,1.474619168225828,1.1788936801741416
0.3428420702974926,0.45436752712315664,1.2803922631841171
0.27108792940293985,1.8416765865616593,1.5415256215876385
0.2247240761026778,0.15888936232463147,1.5269010260174514
-0.06963049759185685,1.3521142562801622,0.3111653160214545
0.12003894790132283,2.314273375485987,0.5310874800424386
0.18484030726005313,0.405678204921587,1.2575176336043299
0.5642805565547289,0.6602213622383368,1.2568929754561045
0.38590457239211534,1.0597908190525847,1.257523843153024
-0.1407600388406835,0.6979146075302805,2.9263657453273604
0.38102099234869874,0.06960194136032039,1.2854452553465836
0.20372942989592085,1.0411377848836163,1.5677828200902995
0.1307694999235103,0.36261777176433707,1.4770008817466012
0.452919072210217,1.284155458381109,1.325695625652899
0.5577498806239878,0.44834545945971815,0.8423653776798272
0.5328200297790496,1.9299606430105236,1.3794846102466338
0.09019561919434035,0.5300480245982577,0.6135873927312141
0.22269690603719633,0.8067630902765947,0.8815906966299956
0.382815857850891,1.4881103304218017,0.7573182260854483
0.5438862817805898,0.2614814101396269,1.0409370696931612
0.18020644053867751,1.1364759607624777,2.1573292833367543
0.25358525583404573,1.7842856525694568,0.06636740370412597
0.023416256498492938,0.03551005926326356,1.3431300951872567
0.000948343979832289,1.1107803151193825,0.19364206440517417
0.5031314555985495,1.155929676549054,0.7640340671052832
0.6390600071427057,1.4690937230663863,1.544475298483683
0.2819974696049165,0.25782957347315083,1.0321400095477313
0.550883224473006,0.2077260321494342,0.46112761103534694
0.39040900626190855,1.3131649393701386,0.6423481453700159
0.13872006134871892,1.1781908039399116,1.339798874467338
0.3903489013771035,1.150295710207526,0.6348166841414317
0.6845091416164923,1.2078689256981854,1.1082292947909875
0.2910434902225121,0.5919851670529055,1.022785919951907
0.6911609139535015,1.139352218296602,0.6741998261970914
-0.3549362760224361,1.1758434839792087,2.0719720446626626
0.5054756260938059,0.5713891491841794,1.3169595111590056
0.3217617670595428,2.1194647066868537,-0.012571293328803579
0.22524816238353312,1.2842997525470725,1.0932271573847139
0.32294019413387554,0.2852179016784109,0.669106767615806
-0.1968922286502232,1.3939321651802978,1.426216667398112
